gene	Kinetic_class	cluster	au	si	gene_to_centroid_dist	sil_width
AZURE	E					
CTO-L	unknown	cluster_11	0.999952877326208	0.983789304799329	0.00156330902240304	0.578361374441776
CTO-M	L	cluster_10	0.999996368563461	0.998036591848665	0.0148434129887831	0.604264637351385
CTO-S	L	cluster_1	0.999959717722831	0.995109237525998	0.76878058138678	0.699795982656642
ELIE	E					
EP0	E	cluster_4	0.999989626800028	0.997405399524303	0.0926204233255304	0.799322699813517
IE180	IE	cluster_4	0.999989626800028	0.997405399524303	0.0186673983043456	0.677012586816562
NOIR	E	cluster_3	0.999996368563461	0.998036591848665	0.015950629330434	0.250853422053002
NOIR_2	E	cluster_3	0.999996368563461	0.998036591848665	0.0159467477511029	0.25030342829719
ORF-1	E	cluster_1	0.999959717722831	0.995109237525998	0.109286837130151	0.582805914278114
UL1	L	cluster_4	0.999989626800028	0.997405399524303	0.0178980114131703	0.664164717712846
UL10	L	cluster_7	0.999996108427462	0.997944248823682	0.00837748505184814	0.884933150567654
UL11	L					
UL12	L	cluster_7	0.999996108427462	0.997944248823682	0.00837746696339826	0.753146329940018
UL13	L					
UL14	L	cluster_3	0.999996368563461	0.998036591848665	0.0207729619626552	0.353495707372008
UL15	L	cluster_3	0.999996368563461	0.998036591848665	0.022295709299878	0.565932791395733
UL16	L	cluster_7	0.999996108427462	0.997944248823682	0.00817054802274778	0.807556414011573
UL17	L	cluster_6	0.999968060328334	0.99452676000638	0.000301336809785623	0.590292089117189
UL18	L	cluster_1	0.999959717722831	0.995109237525998	0.0245799895455496	0.308523850341714
UL19	L	cluster_4	0.999989626800028	0.997405399524303	0.0187591233934857	0.25972022396247
UL2	E	cluster_3	0.999996368563461	0.998036591848665	0.0210738200652179	0.394238668331372
UL20	L	cluster_3	0.999996368563461	0.998036591848665	0.0212083672380833	0.672595952506864
UL21	L	cluster_8	0.999932133530879	0.989724082175006	0.00200954960299131	0.235025164528834
UL22	L	cluster_11	0.999952877326208	0.983789304799329	0.00156330902240304	0.0278142141616541
UL23	L	cluster_5	0.999860158461417	0.987542933063031	0.0508464286178054	0.805628225282405
UL24	L	cluster_9	0.999547420028088	0.9304798811437	0.0157235651190263	0.566153886574373
UL25	L	cluster_1	0.999959717722831	0.995109237525998	0.112065670293254	0.39069647062437
UL26	L	cluster_1	0.999959717722831	0.995109237525998	0.10240113484367	0.622058359854105
UL26.5	L	cluster_3	0.999996368563461	0.998036591848665	0.106497117602819	-0.136437440130059
UL27	L	cluster_1	0.999959717722831	0.995109237525998	0.0920408671985965	0.624210498405917
UL28	E	cluster_2	0.999996368563461	0.998036591848665	0.00540713475684509	0.950029411623456
UL29	E	cluster_2	0.999996368563461	0.998036591848665	0.00825190956490043	0.896416033159614
UL3	L	cluster_7	0.999996108427462	0.997944248823682	0.00830847590218262	0.816697803445472
UL3.5	L	cluster_7	0.999996108427462	0.997944248823682	0.00803357782605342	0.648466170004261
UL30	E	cluster_2	0.999996368563461	0.998036591848665	0.0039430550619496	0.891241172456765
UL31	L	cluster_7	0.999996108427462	0.997944248823682	0.0412658462042775	0.750992266242115
UL32	L	cluster_6	0.999968060328334	0.99452676000638	0.000343933052098067	0.642953367379354
UL33	E	cluster_8	0.999932133530879	0.989724082175006	0.00200954960299131	0.664188540492208
UL34	E					
UL35	L	cluster_1	0.999959717722831	0.995109237525998	0.0731764044514492	0.44589789891437
UL36	L	cluster_6	0.999968060328334	0.99452676000638	0.000412932514599503	0.326286456614477
UL37	L	cluster_6	0.999968060328334	0.99452676000638	0.00159182358701154	0.53059331325308
UL38	E	cluster_9	0.999547420028088	0.9304798811437	0.0407154405356666	0.360778874039599
UL39	E	cluster_2	0.999996368563461	0.998036591848665	0.0039783056561458	0.826640714301485
UL4	L	cluster_9	0.999547420028088	0.9304798811437	0.0126072356590479	0.645650412314052
UL40	E	cluster_5	0.999860158461417	0.987542933063031	0.0568151134302297	0.801096707689473
UL41	L	cluster_4	0.999989626800028	0.997405399524303	0.0281101650690298	0.799489012398356
UL42	L	cluster_3	0.999996368563461	0.998036591848665	0.0105717229173655	0.0143465528011232
UL43	L	cluster_3	0.999996368563461	0.998036591848665	0.0286368562425733	-0.427900934553479
UL44	L	cluster_10	0.999996368563461	0.998036591848665	0.0148434129887831	0.334447664447663
UL46	L	cluster_3	0.999996368563461	0.998036591848665	0.0102637922085519	0.545082443101253
UL47	L	cluster_6	0.999968060328334	0.99452676000638	0.000518595907657541	0.255782265142467
