seqnames	strand	window_start	window_end	group	hpi	Time	cell_line	sum_coverage.hpi	mean_coverage.hpi	sd_coverage.hpi	median_coverage.hpi	min_coverage.hpi	max_coverage.hpi	varcoeff_coverage.hpi
LT934125.1	+	1	50	C6_dcDNA_0.5h	0.5h	0.5	C6	0	0	0	0	0	0	
LT934125.1	+	51	100	C6_dcDNA_0.5h	0.5h	0.5	C6	0	0	0	0	0	0	
LT934125.1	+	101	150	C6_dcDNA_0.5h	0.5h	0.5	C6	0	0	0	0	0	0	
LT934125.1	+	151	200	C6_dcDNA_0.5h	0.5h	0.5	C6	0	0	0	0	0	0	
LT934125.1	+	201	250	C6_dcDNA_0.5h	0.5h	0.5	C6	0	0	0	0	0	0	
LT934125.1	+	251	300	C6_dcDNA_0.5h	0.5h	0.5	C6	0	0	0	0	0	0	
LT934125.1	+	301	350	C6_dcDNA_0.5h	0.5h	0.5	C6	0	0	0	0	0	0	
LT934125.1	+	351	400	C6_dcDNA_0.5h	0.5h	0.5	C6	0	0	0	0	0	0	
LT934125.1	+	401	450	C6_dcDNA_0.5h	0.5h	0.5	C6	0	0	0	0	0	0	
LT934125.1	+	451	500	C6_dcDNA_0.5h	0.5h	0.5	C6	0	0	0	0	0	0	
LT934125.1	+	501	550	C6_dcDNA_0.5h	0.5h	0.5	C6	0	0	0	0	0	0	
LT934125.1	+	551	600	C6_dcDNA_0.5h	0.5h	0.5	C6	0	0	0	0	0	0	
LT934125.1	+	601	650	C6_dcDNA_0.5h	0.5h	0.5	C6	0	0	0	0	0	0	
LT934125.1	+	651	700	C6_dcDNA_0.5h	0.5h	0.5	C6	0	0	0	0	0	0	
LT934125.1	+	701	750	C6_dcDNA_0.5h	0.5h	0.5	C6	0	0	0	0	0	0	
LT934125.1	+	751	800	C6_dcDNA_0.5h	0.5h	0.5	C6	0	0	0	0	0	0	
LT934125.1	+	801	850	C6_dcDNA_0.5h	0.5h	0.5	C6	0	0	0	0	0	0	
LT934125.1	+	851	900	C6_dcDNA_0.5h	0.5h	0.5	C6	0	0	0	0	0	0	
LT934125.1	+	901	950	C6_dcDNA_0.5h	0.5h	0.5	C6	0	0	0	0	0	0	
LT934125.1	+	951	1000	C6_dcDNA_0.5h	0.5h	0.5	C6	0	0	0	0	0	0	
LT934125.1	+	1001	1050	C6_dcDNA_0.5h	0.5h	0.5	C6	0	0	0	0	0	0	
LT934125.1	+	1051	1100	C6_dcDNA_0.5h	0.5h	0.5	C6	0	0	0	0	0	0	
LT934125.1	+	1101	1150	C6_dcDNA_0.5h	0.5h	0.5	C6	0	0	0	0	0	0	
LT934125.1	+	1151	1200	C6_dcDNA_0.5h	0.5h	0.5	C6	0	0	0	0	0	0	
LT934125.1	+	1201	1250	C6_dcDNA_0.5h	0.5h	0.5	C6	0	0	0	0	0	0	
LT934125.1	+	1251	1300	C6_dcDNA_0.5h	0.5h	0.5	C6	0	0	0	0	0	0	
LT934125.1	+	1301	1350	C6_dcDNA_0.5h	0.5h	0.5	C6	0	0	0	0	0	0	
LT934125.1	+	1351	1400	C6_dcDNA_0.5h	0.5h	0.5	C6	0	0	0	0	0	0	
LT934125.1	+	1401	1450	C6_dcDNA_0.5h	0.5h	0.5	C6	0	0	0	0	0	0	
LT934125.1	+	1451	1500	C6_dcDNA_0.5h	0.5h	0.5	C6	0	0	0	0	0	0	
LT934125.1	+	1501	1550	C6_dcDNA_0.5h	0.5h	0.5	C6	0	0	0	0	0	0	
LT934125.1	+	1551	1600	C6_dcDNA_0.5h	0.5h	0.5	C6	0	0	0	0	0	0	
LT934125.1	+	1601	1650	C6_dcDNA_0.5h	0.5h	0.5	C6	0	0	0	0	0	0	
LT934125.1	+	1651	1700	C6_dcDNA_0.5h	0.5h	0.5	C6	0	0	0	0	0	0	
LT934125.1	+	1701	1750	C6_dcDNA_0.5h	0.5h	0.5	C6	0	0	0	0	0	0	
LT934125.1	+	1751	1800	C6_dcDNA_0.5h	0.5h	0.5	C6	0	0	0	0	0	0	
LT934125.1	+	1801	1850	C6_dcDNA_0.5h	0.5h	0.5	C6	0	0	0	0	0	0	
LT934125.1	+	1851	1900	C6_dcDNA_0.5h	0.5h	0.5	C6	0	0	0	0	0	0	
LT934125.1	+	1901	1950	C6_dcDNA_0.5h	0.5h	0.5	C6	0	0	0	0	0	0	
LT934125.1	+	1951	2000	C6_dcDNA_0.5h	0.5h	0.5	C6	0	0	0	0	0	0	
LT934125.1	+	2001	2050	C6_dcDNA_0.5h	0.5h	0.5	C6	0	0	0	0	0	0	
LT934125.1	+	2051	2100	C6_dcDNA_0.5h	0.5h	0.5	C6	0	0	0	0	0	0	
LT934125.1	+	2101	2150	C6_dcDNA_0.5h	0.5h	0.5	C6	0	0	0	0	0	0	
LT934125.1	+	2151	2200	C6_dcDNA_0.5h	0.5h	0.5	C6	0	0	0	0	0	0	
LT934125.1	+	2201	2250	C6_dcDNA_0.5h	0.5h	0.5	C6	0	0	0	0	0	0	
LT934125.1	+	2251	2300	C6_dcDNA_0.5h	0.5h	0.5	C6	0	0	0	0	0	0	
LT934125.1	+	2301	2350	C6_dcDNA_0.5h	0.5h	0.5	C6	0	0	0	0	0	0	
LT934125.1	+	2351	2400	C6_dcDNA_0.5h	0.5h	0.5	C6	0	0	0	0	0	0	
LT934125.1	+	2401	2450	C6_dcDNA_0.5h	0.5h	0.5	C6	0	0	0	0	0	0	
LT934125.1	+	2451	2500	C6_dcDNA_0.5h	0.5h	0.5	C6	0	0	0	0	0	0	
LT934125.1	+	2501	2550	C6_dcDNA_0.5h	0.5h	0.5	C6	0	0	0	0	0	0	
LT934125.1	+	2551	2600	C6_dcDNA_0.5h	0.5h	0.5	C6	0	0	0	0	0	0	
LT934125.1	+	2601	2650	C6_dcDNA_0.5h	0.5h	0.5	C6	0	0	0	0	0	0	
LT934125.1	+	2651	2700	C6_dcDNA_0.5h	0.5h	0.5	C6	0	0	0	0	0	0	
LT934125.1	+	2701	2750	C6_dcDNA_0.5h	0.5h	0.5	C6	0	0	0	0	0	0	
LT934125.1	+	2751	2800	C6_dcDNA_0.5h	0.5h	0.5	C6	0	0	0	0	0	0	
LT934125.1	+	2801	2850	C6_dcDNA_0.5h	0.5h	0.5	C6	0	0	0	0	0	0	
LT934125.1	+	2851	2900	C6_dcDNA_0.5h	0.5h	0.5	C6	0	0	0	0	0	0	
LT934125.1	+	2901	2950	C6_dcDNA_0.5h	0.5h	0.5	C6	0	0	0	0	0	0	
LT934125.1	+	2951	3000	C6_dcDNA_0.5h	0.5h	0.5	C6	0	0	0	0	0	0	
LT934125.1	+	3001	3050	C6_dcDNA_0.5h	0.5h	0.5	C6	0	0	0	0	0	0	
LT934125.1	+	3051	3100	C6_dcDNA_0.5h	0.5h	0.5	C6	0	0	0	0	0	0	
LT934125.1	+	3101	3150	C6_dcDNA_0.5h	0.5h	0.5	C6	0	0	0	0	0	0	
LT934125.1	+	3151	3200	C6_dcDNA_0.5h	0.5h	0.5	C6	0	0	0	0	0	0	
LT934125.1	+	3201	3250	C6_dcDNA_0.5h	0.5h	0.5	C6	0	0	0	0	0	0	
LT934125.1	+	3251	3300	C6_dcDNA_0.5h	0.5h	0.5	C6	0	0	0	0	0	0	
LT934125.1	+	3301	3350	C6_dcDNA_0.5h	0.5h	0.5	C6	0	0	0	0	0	0	
LT934125.1	+	3351	3400	C6_dcDNA_0.5h	0.5h	0.5	C6	0	0	0	0	0	0	
LT934125.1	+	3401	3450	C6_dcDNA_0.5h	0.5h	0.5	C6	0	0	0	0	0	0	
LT934125.1	+	3451	3500	C6_dcDNA_0.5h	0.5h	0.5	C6	0	0	0	0	0	0	
LT934125.1	+	3501	3550	C6_dcDNA_0.5h	0.5h	0.5	C6	0	0	0	0	0	0	
LT934125.1	+	3551	3600	C6_dcDNA_0.5h	0.5h	0.5	C6	0	0	0	0	0	0	
LT934125.1	+	3601	3650	C6_dcDNA_0.5h	0.5h	0.5	C6	0	0	0	0	0	0	
LT934125.1	+	3651	3700	C6_dcDNA_0.5h	0.5h	0.5	C6	0	0	0	0	0	0	
LT934125.1	+	3701	3750	C6_dcDNA_0.5h	0.5h	0.5	C6	0	0	0	0	0	0	
LT934125.1	+	3751	3800	C6_dcDNA_0.5h	0.5h	0.5	C6	0	0	0	0	0	0	
LT934125.1	+	3801	3850	C6_dcDNA_0.5h	0.5h	0.5	C6	0	0	0	0	0	0	
LT934125.1	+	3851	3900	C6_dcDNA_0.5h	0.5h	0.5	C6	0	0	0	0	0	0	
LT934125.1	+	3901	3950	C6_dcDNA_0.5h	0.5h	0.5	C6	0	0	0	0	0	0	
LT934125.1	+	3951	4000	C6_dcDNA_0.5h	0.5h	0.5	C6	0	0	0	0	0	0	
LT934125.1	+	4001	4050	C6_dcDNA_0.5h	0.5h	0.5	C6	0	0	0	0	0	0	
LT934125.1	+	4051	4100	C6_dcDNA_0.5h	0.5h	0.5	C6	0	0	0	0	0	0	
LT934125.1	+	4101	4150	C6_dcDNA_0.5h	0.5h	0.5	C6	0	0	0	0	0	0	
LT934125.1	+	4151	4200	C6_dcDNA_0.5h	0.5h	0.5	C6	0	0	0	0	0	0	
LT934125.1	+	4201	4250	C6_dcDNA_0.5h	0.5h	0.5	C6	0	0	0	0	0	0	
LT934125.1	+	4251	4300	C6_dcDNA_0.5h	0.5h	0.5	C6	0	0	0	0	0	0	
LT934125.1	+	4301	4350	C6_dcDNA_0.5h	0.5h	0.5	C6	0	0	0	0	0	0	
LT934125.1	+	4351	4400	C6_dcDNA_0.5h	0.5h	0.5	C6	0	0	0	0	0	0	
LT934125.1	+	4401	4450	C6_dcDNA_0.5h	0.5h	0.5	C6	0	0	0	0	0	0	
LT934125.1	+	4451	4500	C6_dcDNA_0.5h	0.5h	0.5	C6	0	0	0	0	0	0	
LT934125.1	+	4501	4550	C6_dcDNA_0.5h	0.5h	0.5	C6	0	0	0	0	0	0	
LT934125.1	+	4551	4600	C6_dcDNA_0.5h	0.5h	0.5	C6	0	0	0	0	0	0	
LT934125.1	+	4601	4650	C6_dcDNA_0.5h	0.5h	0.5	C6	0	0	0	0	0	0	
LT934125.1	+	4651	4700	C6_dcDNA_0.5h	0.5h	0.5	C6	0	0	0	0	0	0	
LT934125.1	+	4701	4750	C6_dcDNA_0.5h	0.5h	0.5	C6	0	0	0	0	0	0	
LT934125.1	+	4751	4800	C6_dcDNA_0.5h	0.5h	0.5	C6	0	0	0	0	0	0	
LT934125.1	+	4801	4850	C6_dcDNA_0.5h	0.5h	0.5	C6	0	0	0	0	0	0	
LT934125.1	+	4851	4900	C6_dcDNA_0.5h	0.5h	0.5	C6	0	0	0	0	0	0	
LT934125.1	+	4901	4950	C6_dcDNA_0.5h	0.5h	0.5	C6	0	0	0	0	0	0	
LT934125.1	+	4951	5000	C6_dcDNA_0.5h	0.5h	0.5	C6	0	0	0	0	0	0	
LT934125.1	+	5001	5050	C6_dcDNA_0.5h	0.5h	0.5	C6	0	0	0	0	0	0	
LT934125.1	+	5051	5100	C6_dcDNA_0.5h	0.5h	0.5	C6	0	0	0	0	0	0	
LT934125.1	+	5101	5150	C6_dcDNA_0.5h	0.5h	0.5	C6	0	0	0	0	0	0	
LT934125.1	+	5151	5200	C6_dcDNA_0.5h	0.5h	0.5	C6	0	0	0	0	0	0	
LT934125.1	+	5201	5250	C6_dcDNA_0.5h	0.5h	0.5	C6	0	0	0	0	0	0	
LT934125.1	+	5251	5300	C6_dcDNA_0.5h	0.5h	0.5	C6	0	0	0	0	0	0	
LT934125.1	+	5301	5350	C6_dcDNA_0.5h	0.5h	0.5	C6	0	0	0	0	0	0	
LT934125.1	+	5351	5400	C6_dcDNA_0.5h	0.5h	0.5	C6	0	0	0	0	0	0	
LT934125.1	+	5401	5450	C6_dcDNA_0.5h	0.5h	0.5	C6	0	0	0	0	0	0	
LT934125.1	+	5451	5500	C6_dcDNA_0.5h	0.5h	0.5	C6	0	0	0	0	0	0	
LT934125.1	+	5501	5550	C6_dcDNA_0.5h	0.5h	0.5	C6	0	0	0	0	0	0	
LT934125.1	+	5551	5600	C6_dcDNA_0.5h	0.5h	0.5	C6	0	0	0	0	0	0	
LT934125.1	+	5601	5650	C6_dcDNA_0.5h	0.5h	0.5	C6	0	0	0	0	0	0	
LT934125.1	+	5651	5700	C6_dcDNA_0.5h	0.5h	0.5	C6	0	0	0	0	0	0	
LT934125.1	+	5701	5750	C6_dcDNA_0.5h	0.5h	0.5	C6	0	0	0	0	0	0	
LT934125.1	+	5751	5800	C6_dcDNA_0.5h	0.5h	0.5	C6	0	0	0	0	0	0	
LT934125.1	+	5801	5850	C6_dcDNA_0.5h	0.5h	0.5	C6	0	0	0	0	0	0	
LT934125.1	+	5851	5900	C6_dcDNA_0.5h	0.5h	0.5	C6	0	0	0	0	0	0	
LT934125.1	+	5901	5950	C6_dcDNA_0.5h	0.5h	0.5	C6	0	0	0	0	0	0	
LT934125.1	+	5951	6000	C6_dcDNA_0.5h	0.5h	0.5	C6	0	0	0	0	0	0	
LT934125.1	+	6001	6050	C6_dcDNA_0.5h	0.5h	0.5	C6	0	0	0	0	0	0	
LT934125.1	+	6051	6100	C6_dcDNA_0.5h	0.5h	0.5	C6	0	0	0	0	0	0	
LT934125.1	+	6101	6150	C6_dcDNA_0.5h	0.5h	0.5	C6	0	0	0	0	0	0	
LT934125.1	+	6151	6200	C6_dcDNA_0.5h	0.5h	0.5	C6	0	0	0	0	0	0	
LT934125.1	+	6201	6250	C6_dcDNA_0.5h	0.5h	0.5	C6	0	0	0	0	0	0	
LT934125.1	+	6251	6300	C6_dcDNA_0.5h	0.5h	0.5	C6	0	0	0	0	0	0	
LT934125.1	+	6301	6350	C6_dcDNA_0.5h	0.5h	0.5	C6	0	0	0	0	0	0	
LT934125.1	+	6351	6400	C6_dcDNA_0.5h	0.5h	0.5	C6	0	0	0	0	0	0	
LT934125.1	+	6401	6450	C6_dcDNA_0.5h	0.5h	0.5	C6	0	0	0	0	0	0	
LT934125.1	+	6451	6500	C6_dcDNA_0.5h	0.5h	0.5	C6	0	0	0	0	0	0	
LT934125.1	+	6501	6550	C6_dcDNA_0.5h	0.5h	0.5	C6	0	0	0	0	0	0	
LT934125.1	+	6551	6600	C6_dcDNA_0.5h	0.5h	0.5	C6	0	0	0	0	0	0	
LT934125.1	+	6601	6650	C6_dcDNA_0.5h	0.5h	0.5	C6	0	0	0	0	0	0	
LT934125.1	+	6651	6700	C6_dcDNA_0.5h	0.5h	0.5	C6	0	0	0	0	0	0	
LT934125.1	+	6701	6750	C6_dcDNA_0.5h	0.5h	0.5	C6	0	0	0	0	0	0	
LT934125.1	+	6751	6800	C6_dcDNA_0.5h	0.5h	0.5	C6	0	0	0	0	0	0	
LT934125.1	+	6801	6850	C6_dcDNA_0.5h	0.5h	0.5	C6	0	0	0	0	0	0	
LT934125.1	+	6851	6900	C6_dcDNA_0.5h	0.5h	0.5	C6	0	0	0	0	0	0	
LT934125.1	+	6901	6950	C6_dcDNA_0.5h	0.5h	0.5	C6	0	0	0	0	0	0	
LT934125.1	+	6951	7000	C6_dcDNA_0.5h	0.5h	0.5	C6	0	0	0	0	0	0	
LT934125.1	+	7001	7050	C6_dcDNA_0.5h	0.5h	0.5	C6	0	0	0	0	0	0	
LT934125.1	+	7051	7100	C6_dcDNA_0.5h	0.5h	0.5	C6	0	0	0	0	0	0	
LT934125.1	+	7101	7150	C6_dcDNA_0.5h	0.5h	0.5	C6	0	0	0	0	0	0	
LT934125.1	+	7151	7200	C6_dcDNA_0.5h	0.5h	0.5	C6	0	0	0	0	0	0	
LT934125.1	+	7201	7250	C6_dcDNA_0.5h	0.5h	0.5	C6	0	0	0	0	0	0	
LT934125.1	+	7251	7300	C6_dcDNA_0.5h	0.5h	0.5	C6	0	0	0	0	0	0	
LT934125.1	+	7301	7350	C6_dcDNA_0.5h	0.5h	0.5	C6	0	0	0	0	0	0	
LT934125.1	+	7351	7400	C6_dcDNA_0.5h	0.5h	0.5	C6	0	0	0	0	0	0	
LT934125.1	+	7401	7450	C6_dcDNA_0.5h	0.5h	0.5	C6	0	0	0	0	0	0	
LT934125.1	+	7451	7500	C6_dcDNA_0.5h	0.5h	0.5	C6	0	0	0	0	0	0	
LT934125.1	+	7501	7550	C6_dcDNA_0.5h	0.5h	0.5	C6	0	0	0	0	0	0	
LT934125.1	+	7551	7600	C6_dcDNA_0.5h	0.5h	0.5	C6	0	0	0	0	0	0	
LT934125.1	+	7601	7650	C6_dcDNA_0.5h	0.5h	0.5	C6	0	0	0	0	0	0	
LT934125.1	+	7651	7700	C6_dcDNA_0.5h	0.5h	0.5	C6	0	0	0	0	0	0	
LT934125.1	+	7701	7750	C6_dcDNA_0.5h	0.5h	0.5	C6	0	0	0	0	0	0	
LT934125.1	+	7751	7800	C6_dcDNA_0.5h	0.5h	0.5	C6	0	0	0	0	0	0	
LT934125.1	+	7801	7850	C6_dcDNA_0.5h	0.5h	0.5	C6	0	0	0	0	0	0	
LT934125.1	+	7851	7900	C6_dcDNA_0.5h	0.5h	0.5	C6	0	0	0	0	0	0	
LT934125.1	+	7901	7950	C6_dcDNA_0.5h	0.5h	0.5	C6	0	0	0	0	0	0	
LT934125.1	+	7951	8000	C6_dcDNA_0.5h	0.5h	0.5	C6	0	0	0	0	0	0	
LT934125.1	+	8001	8050	C6_dcDNA_0.5h	0.5h	0.5	C6	0	0	0	0	0	0	
LT934125.1	+	8051	8100	C6_dcDNA_0.5h	0.5h	0.5	C6	0	0	0	0	0	0	
LT934125.1	+	8101	8150	C6_dcDNA_0.5h	0.5h	0.5	C6	0	0	0	0	0	0	
LT934125.1	+	8151	8200	C6_dcDNA_0.5h	0.5h	0.5	C6	0	0	0	0	0	0	
LT934125.1	+	8201	8250	C6_dcDNA_0.5h	0.5h	0.5	C6	0	0	0	0	0	0	
LT934125.1	+	8251	8300	C6_dcDNA_0.5h	0.5h	0.5	C6	0	0	0	0	0	0	
