cluster	group	chr	start	end	strand	dominant_tss	tags	tags.dominant_tss	q_0.1	q_0.9	interquantile_width	shape.score	cluster_width	hpi	cell_line	Time	TC.start	TC.end	consensus_peak	min_peak	max_peak	mean_shape	min_shape	max_shape	support	score	hpi_samples	cell_lines	peak_shift	TC.width
1	C6_8h	LT934125.1	242	242	+	242	32.2841	32.2841	242	242	1	0	1	8h	C6	8	242	242	242	242	242	0	0	0	1	32.2841	8h	C6	0	0
2	NRK_8h	LT934125.1	494	494	+	494	81.685999	81.685999	494	494	1	0	1	8h	NRK	8	494	494	494	494	494	0	0	0	1	81.685999	8h	NRK	0	0
3	C6_6h	LT934125.1	643	643	+	643	86.244071	86.244071	643	643	1	0	1	6h	C6	6	622	646	635	622	646	0	0	0	5	804.912063	6h, 8h, 4h	C6, NRK, PC_12, PK_15	-8	24
3	C6_8h	LT934125.1	646	646	+	646	64.5682	64.5682	646	646	1	0	1	8h	C6	8	622	646	635	622	646	0	0	0	5	804.912063	6h, 8h, 4h	C6, NRK, PC_12, PK_15	-11	24
3	NRK_4h	LT934125.1	622	622	+	622	586.85446	586.85446	622	622	1	0	1	4h	NRK	4	622	646	635	622	646	0	0	0	5	804.912063	6h, 8h, 4h	C6, NRK, PC_12, PK_15	13	24
3	PC_12_6h	LT934125.1	641	641	+	641	26.651031	26.651031	641	641	1	0	1	6h	PC_12	6	622	646	635	622	646	0	0	0	5	804.912063	6h, 8h, 4h	C6, NRK, PC_12, PK_15	-6	24
3	PK_15_4h	LT934125.1	623	623	+	623	40.594301	40.594301	623	623	1	0	1	4h	PK_15	4	622	646	635	622	646	0	0	0	5	804.912063	6h, 8h, 4h	C6, NRK, PC_12, PK_15	12	24
4	C6_12h	LT934125.1	779	782	+	779	265.754709	244.774074	779	779	1	0	4	12h	C6	12	771	782	779	778	779	0	0	3.68016895976738	17	9398.743438	12h, 4h, 6h, 8h, 2h	C6, NRK, PC_12, PK_15	0	1
4	C6_4h	LT934125.1	779	779	+	779	525.486075	525.486075	779	779	1	0	1	4h	C6	4	771	782	779	778	779	0	0	3.68016895976738	17	9398.743438	12h, 4h, 6h, 8h, 2h	C6, NRK, PC_12, PK_15	0	1
4	C6_6h	LT934125.1	779	779	+	779	86.244071	86.244071	779	779	1	0	1	6h	C6	6	771	782	779	778	779	0	0	3.68016895976738	17	9398.743438	12h, 4h, 6h, 8h, 2h	C6, NRK, PC_12, PK_15	0	1
4	C6_8h	LT934125.1	779	782	+	779	290.556901	225.988701	779	782	4	1.52840901025266	4	8h	C6	8	771	782	779	778	779	0	0	3.68016895976738	17	9398.743438	12h, 4h, 6h, 8h, 2h	C6, NRK, PC_12, PK_15	0	1
4	NRK_12h	LT934125.1	779	779	+	779	134.436309	134.436309	779	779	1	0	1	12h	NRK	12	771	782	779	778	779	0	0	3.68016895976738	17	9398.743438	12h, 4h, 6h, 8h, 2h	C6, NRK, PC_12, PK_15	0	1
4	NRK_2h	LT934125.1	779	779	+	779	3236.245955	3236.245955	779	779	1	0	1	2h	NRK	2	771	782	779	778	779	0	0	3.68016895976738	17	9398.743438	12h, 4h, 6h, 8h, 2h	C6, NRK, PC_12, PK_15	0	1
4	NRK_4h	LT934125.1	778	782	+	778	1760.56338	586.85446	778	782	5	3.68016895976738	5	4h	NRK	4	771	782	779	778	779	0	0	3.68016895976738	17	9398.743438	12h, 4h, 6h, 8h, 2h	C6, NRK, PC_12, PK_15	1	1
4	NRK_6h	LT934125.1	779	782	+	779	807.211086	672.675905	779	782	4	1.30004484329671	4	6h	NRK	6	771	782	779	778	779	0	0	3.68016895976738	17	9398.743438	12h, 4h, 6h, 8h, 2h	C6, NRK, PC_12, PK_15	0	1
4	NRK_8h	LT934125.1	779	779	+	779	163.371998	163.371998	779	779	1	0	1	8h	NRK	8	771	782	779	778	779	0	0	3.68016895976738	17	9398.743438	12h, 4h, 6h, 8h, 2h	C6, NRK, PC_12, PK_15	0	1
4	PC_12_12h	LT934125.1	779	779	+	779	136.512249	136.512249	779	779	1	0	1	12h	PC_12	12	771	782	779	778	779	0	0	3.68016895976738	17	9398.743438	12h, 4h, 6h, 8h, 2h	C6, NRK, PC_12, PK_15	0	1
4	PC_12_4h	LT934125.1	779	782	+	779	602.288698	401.525798	779	782	4	2.5032583392032	4	4h	PC_12	4	771	782	779	778	779	0	0	3.68016895976738	17	9398.743438	12h, 4h, 6h, 8h, 2h	C6, NRK, PC_12, PK_15	0	1
4	PC_12_6h	LT934125.1	771	782	+	779	453.067533	399.765471	779	779	1	0	12	6h	PC_12	6	771	782	779	778	779	0	0	3.68016895976738	17	9398.743438	12h, 4h, 6h, 8h, 2h	C6, NRK, PC_12, PK_15	0	1
4	PC_12_8h	LT934125.1	779	781	+	779	319.570498	287.613448	779	781	3	0.743340431986823	3	8h	PC_12	8	771	782	779	778	779	0	0	3.68016895976738	17	9398.743438	12h, 4h, 6h, 8h, 2h	C6, NRK, PC_12, PK_15	0	1
4	PK_15_12h	LT934125.1	779	779	+	779	20.594966	20.594966	779	779	1	0	1	12h	PK_15	12	771	782	779	778	779	0	0	3.68016895976738	17	9398.743438	12h, 4h, 6h, 8h, 2h	C6, NRK, PC_12, PK_15	0	1
4	PK_15_4h	LT934125.1	779	782	+	779	284.160104	162.377202	779	782	4	1.97045627290312	4	4h	PK_15	4	771	782	779	778	779	0	0	3.68016895976738	17	9398.743438	12h, 4h, 6h, 8h, 2h	C6, NRK, PC_12, PK_15	0	1
4	PK_15_6h	LT934125.1	779	782	+	779	185.485366	169.356204	779	779	1	0	4	6h	PK_15	6	771	782	779	778	779	0	0	3.68016895976738	17	9398.743438	12h, 4h, 6h, 8h, 2h	C6, NRK, PC_12, PK_15	0	1
4	PK_15_8h	LT934125.1	779	782	+	779	127.19354	92.105667	779	782	4	1.69950227224181	4	8h	PK_15	8	771	782	779	778	779	0	0	3.68016895976738	17	9398.743438	12h, 4h, 6h, 8h, 2h	C6, NRK, PC_12, PK_15	0	1
5	C6_2h	LT934125.1	878	878	+	878	1239.157373	1239.157373	878	878	1	0	1	2h	C6	2	878	878	878	878	878	0	0	0	1	1239.157373	2h	C6	0	0
6	C6_12h	LT934125.1	986	990	+	990	2342.837561	2000.153858	989	990	2	0.3117876112701	5	12h	C6	12	976	994	990	987	990	0	0	7.54578612195436	22	59905.490321	12h, 1h, 2h, 4h, 6h, 8h, 1.5h, 2.5h	C6, NRK, PC_12, PK_15	0	3
6	C6_1h	LT934125.1	990	990	+	990	1540.832049	1540.832049	990	990	1	0	1	1h	C6	1	976	994	990	987	990	0	0	7.54578612195436	22	59905.490321	12h, 1h, 2h, 4h, 6h, 8h, 1.5h, 2.5h	C6, NRK, PC_12, PK_15	0	3
6	C6_2h	LT934125.1	990	990	+	990	3717.472119	3717.472119	990	990	1	0	1	2h	C6	2	976	994	990	987	990	0	0	7.54578612195436	22	59905.490321	12h, 1h, 2h, 4h, 6h, 8h, 1.5h, 2.5h	C6, NRK, PC_12, PK_15	0	3
6	C6_4h	LT934125.1	982	990	+	990	8933.263269	6305.832895	987	990	4	2.37255624940412	9	4h	C6	4	976	994	990	987	990	0	0	7.54578612195436	22	59905.490321	12h, 1h, 2h, 4h, 6h, 8h, 1.5h, 2.5h	C6, NRK, PC_12, PK_15	0	3
