gene	Kinetic_class	cluster	au	si	gene_to_centroid_dist	sil_width
AZURE	E	cluster_11	0.999977212619256	0.994563619048679	0.0340364640381892	0.376494098478448
CTO-L	unknown	cluster_8	0.999977212619256	0.994563619048679	0.00997642567654217	-0.429735664035625
CTO-M	L	cluster_8	0.999977212619256	0.994563619048679	0.00997642567654217	-0.429735664035625
CTO-S	L	cluster_8	0.999977212619256	0.994563619048679	0.00997642567654217	-0.429735664035625
ELIE	E	cluster_12	0.999977212619256	0.994563619048679	0	0
EP0	E	cluster_7	0.999977212619256	0.994563619048679	0.0587056570306083	0.669598184760094
IE180	IE	cluster_9	0.999977212619256	0.994563619048679	0.294380678627173	0.8858392761298
NOIR	E					
NOIR_2	E	cluster_8	0.999977212619256	0.994563619048679	0.0117658019037995	0.338132842155923
ORF-1	E	cluster_1	0.999977212619256	0.994563619048679	0.00982796202461746	0.614599586033718
UL10	L	cluster_5	0.999977212619256	0.994563619048679	0.0105235097245057	0.737702884868856
UL11	L	cluster_8	0.999977212619256	0.994563619048679	0.0390518150108905	-0.266515830840773
UL12	L	cluster_8	0.999977212619256	0.994563619048679	0.0390518150108905	-0.266515830840773
UL15	L	cluster_8	0.999977212619256	0.994563619048679	0.0270114097224417	0.388042984355501
UL16	L	cluster_8	0.999977212619256	0.994563619048679	0.0297904971076042	0.0913129514535066
UL18	L	cluster_5	0.999977212619256	0.994563619048679	0.0398128208934254	0.495076811739218
UL19	L	cluster_5	0.999977212619256	0.994563619048679	0.0339599852010446	0.604412840161387
UL2	E	cluster_8	0.999977212619256	0.994563619048679	0.0293248205980737	0.379107567909848
UL20	L	cluster_10	0.999977212619256	0.994563619048679	0	0
UL21	L	cluster_9	0.999977212619256	0.994563619048679	0.110844513735686	0.871845434187719
UL22	L	cluster_8	0.999977212619256	0.994563619048679	0.0199447462842767	-0.123277485124616
UL23	L	cluster_1	0.999977212619256	0.994563619048679	0.0183482469489527	0.401771113414035
UL25	L	cluster_3	0.999977212619256	0.994563619048679	0.0775301786462933	0.361262784283096
UL26	L	cluster_3	0.999977212619256	0.994563619048679	0.0418395973830279	0.525976317637255
UL26.5	L	cluster_3	0.999977212619256	0.994563619048679	0.0418395973830279	0.525976317637255
UL27	L	cluster_5	0.999977212619256	0.994563619048679	0.0253448951236708	0.594710501555279
UL28	E	cluster_6	0.999977212619256	0.994563619048679	0	0
UL29	E	cluster_1	0.999977212619256	0.994563619048679	0.0162112465970852	-0.511523153647153
UL3	L	cluster_5	0.999977212619256	0.994563619048679	0.0143549138751619	0.54789428553546
UL3.5	L	cluster_5	0.999977212619256	0.994563619048679	0.0143549138751619	0.54789428553546
UL30	E	cluster_7	0.999977212619256	0.994563619048679	0.0587056570306083	0.771297219706094
UL31	L	cluster_8	0.999977212619256	0.994563619048679	0.0314037457996648	-0.023378645207113
UL32	L	cluster_8	0.999977212619256	0.994563619048679	0.0314037457996648	-0.023378645207113
UL34	E	cluster_5	0.999977212619256	0.994563619048679	0.0632232345860808	0.49701611325251
UL35	L	cluster_5	0.999977212619256	0.994563619048679	0.0632893293142965	0.726989493043198
UL36	L	cluster_9	0.999977212619256	0.994563619048679	0.0740197256381647	-0.0490762621845317
UL37	L	cluster_8	0.999977212619256	0.994563619048679	0.0228904668062437	-0.0777415528696248
UL38	E	cluster_8	0.999977212619256	0.994563619048679	0.00622828204180171	0.314537141795619
UL39	E	cluster_1	0.999977212619256	0.994563619048679	0.0454346824104891	0.41397243215869
UL4	L	cluster_11	0.999977212619256	0.994563619048679	0.0295569191756858	0.10096990919597
UL40	E	cluster_1	0.999977212619256	0.994563619048679	0.0487377283394963	0.530242304768026
UL41	L	cluster_8	0.999977212619256	0.994563619048679	0.0300279821118976	0.0669139088997403
UL42	L	cluster_8	0.999977212619256	0.994563619048679	0.00690224922977811	-0.170461037691629
UL43	L	cluster_1	0.999977212619256	0.994563619048679	0.0144354395663051	0.539333813964712
UL44	L	cluster_5	0.999977212619256	0.994563619048679	0.0235567241774737	0.589325488060972
UL46	L	cluster_5	0.999977212619256	0.994563619048679	0.0242371074950859	0.355821632717227
UL48	L	cluster_4	0.999977212619256	0.994563619048679	0	0
UL49	L	cluster_3	0.999977212619256	0.994563619048679	0.00565987293696773	0.73060428808513
UL49.5	L	cluster_3	0.999977212619256	0.994563619048679	0.00565987293696773	0.73060428808513
UL5	E	cluster_9	0.999977212619256	0.994563619048679	0.111816282398425	0.871845434187719
UL50	L	cluster_1	0.999977212619256	0.994563619048679	0.0235877054396937	0.490305742710491
UL51	L	cluster_2	0.999977212619256	0.994563619048679	0	0
UL54	E	cluster_1	0.999977212619256	0.994563619048679	0.007649208921445	0.352328311070059
UL6	L	cluster_8	0.999977212619256	0.994563619048679	0.0293514750201133	0.218472078428147
UL7	E	cluster_8	0.999977212619256	0.994563619048679	0.0293514750201133	0.218472078428147
UL8	E	cluster_1	0.999977212619256	0.994563619048679	0.0295625144250311	0.350173264976096
US1	E	cluster_11	0.999977212619256	0.994563619048679	0.0786966730896787	0.484129408081741
US2	L	cluster_3	0.999977212619256	0.994563619048679	0.0192734957591996	0.323059940688553
US3	L					
US4	L	cluster_8	0.999977212619256	0.994563619048679	0.106105175304621	-0.141285924414672
US6	L					
US7	L	cluster_8	0.999977212619256	0.994563619048679	0.00609943872785933	0.309657660222114
US8	L	cluster_11	0.999977212619256	0.994563619048679	0.0099438502446954	0.564422221170073
US9	L	cluster_11	0.999977212619256	0.994563619048679	0.0099438502446954	0.564422221170073
