seqnames	strand	window_start	window_end	group	hpi	Time	cell_line	sum_coverage.hpi	mean_coverage.hpi	sd_coverage.hpi	median_coverage.hpi	min_coverage.hpi	max_coverage.hpi	varcoeff_coverage.hpi
LT934125.1	+	1	50	PK-15_CAGE_12h	12h	12	PK-15	0	0		0	0	0	
LT934125.1	+	51	100	PK-15_CAGE_12h	12h	12	PK-15	136	136		136	136	136	
LT934125.1	+	101	150	PK-15_CAGE_12h	12h	12	PK-15	52	52		52	52	52	
LT934125.1	+	151	200	PK-15_CAGE_12h	12h	12	PK-15	0	0		0	0	0	
LT934125.1	+	201	250	PK-15_CAGE_12h	12h	12	PK-15	10	10		10	10	10	
LT934125.1	+	251	300	PK-15_CAGE_12h	12h	12	PK-15	57	57		57	57	57	
LT934125.1	+	301	350	PK-15_CAGE_12h	12h	12	PK-15	56	56		56	56	56	
LT934125.1	+	351	400	PK-15_CAGE_12h	12h	12	PK-15	0	0		0	0	0	
LT934125.1	+	401	450	PK-15_CAGE_12h	12h	12	PK-15	0	0		0	0	0	
LT934125.1	+	451	500	PK-15_CAGE_12h	12h	12	PK-15	35	35		35	35	35	
LT934125.1	+	501	550	PK-15_CAGE_12h	12h	12	PK-15	13	13		13	13	13	
LT934125.1	+	551	600	PK-15_CAGE_12h	12h	12	PK-15	0	0		0	0	0	
LT934125.1	+	601	650	PK-15_CAGE_12h	12h	12	PK-15	0	0		0	0	0	
LT934125.1	+	651	700	PK-15_CAGE_12h	12h	12	PK-15	0	0		0	0	0	
LT934125.1	+	701	750	PK-15_CAGE_12h	12h	12	PK-15	0	0		0	0	0	
LT934125.1	+	751	800	PK-15_CAGE_12h	12h	12	PK-15	69	69		69	69	69	
LT934125.1	+	801	850	PK-15_CAGE_12h	12h	12	PK-15	73	73		73	73	73	
LT934125.1	+	851	900	PK-15_CAGE_12h	12h	12	PK-15	0	0		0	0	0	
LT934125.1	+	901	950	PK-15_CAGE_12h	12h	12	PK-15	8	8		8	8	8	
LT934125.1	+	951	1000	PK-15_CAGE_12h	12h	12	PK-15	3687	3687		3687	3687	3687	
LT934125.1	+	1001	1050	PK-15_CAGE_12h	12h	12	PK-15	8899	8899		8899	8899	8899	
LT934125.1	+	1051	1100	PK-15_CAGE_12h	12h	12	PK-15	0	0		0	0	0	
LT934125.1	+	1101	1150	PK-15_CAGE_12h	12h	12	PK-15	0	0		0	0	0	
LT934125.1	+	1151	1200	PK-15_CAGE_12h	12h	12	PK-15	20	20		20	20	20	
LT934125.1	+	1201	1250	PK-15_CAGE_12h	12h	12	PK-15	28	28		28	28	28	
LT934125.1	+	1251	1300	PK-15_CAGE_12h	12h	12	PK-15	225	225		225	225	225	
LT934125.1	+	1301	1350	PK-15_CAGE_12h	12h	12	PK-15	978	978		978	978	978	
