gene	Kinetic_class	cluster	au	si	gene_to_centroid_dist	sil_width
AZURE	E					
CTO-M	L	cluster_6	0.987216541014762	0.882636806462591	0.0221247388540697	0.585342125592772
CTO-S	L	cluster_1	0.977867781821777	0.88923575936621	1.11728735837747	0.328654399212453
ELIE	E	cluster_9	0.99119691577487	0.899006744824736	1.09723715683908e-05	0.252756425847977
EP0	E	cluster_12	0.903262301476541	0.34120498198369	0.0791584501858523	0.613876642226864
IE180	IE	cluster_3	0.991224820628493	0.933672438960039	0.445339905908153	0.449543235800997
NOIR	E	cluster_1	0.977867781821777	0.88923575936621	0.091653207307264	0.139777633099302
NOIR_2	E	cluster_1	0.977867781821777	0.88923575936621	0.0916191604064031	0.142102215007138
ORF-1	E	cluster_1	0.977867781821777	0.88923575936621	0.0949780682296776	0.23654858268419
UL1	L	cluster_12	0.903262301476541	0.34120498198369	0.0458994009363115	0.683996380111008
UL10	L	cluster_6	0.987216541014762	0.882636806462591	0.0561826126981817	0.376190441100205
UL11	L	cluster_4	0.996653728834866	0.955255529876566	0.0829992881383221	0.111557494801262
UL12	L	cluster_2	0.994448548601268	0.901993875367416	0.00487482175205151	0.551370100850954
UL13	L	cluster_2	0.994448548601268	0.901993875367416	0.00277880880592593	0.740790301313689
UL14	L	cluster_7	0.997214208728148	0.952647620662983	0.00510262099191838	0.831577629741417
UL15	L	cluster_7	0.997214208728148	0.952647620662983	0.00777217071781964	0.88606187172207
UL16	L	cluster_4	0.996653728834866	0.955255529876566	0.0567589662387319	-0.227894071328718
UL17	L	cluster_1	0.977867781821777	0.88923575936621	0.0989598138726445	0.170357726159621
UL18	L	cluster_1	0.977867781821777	0.88923575936621	0.0471365319990023	0.407548399508224
UL19	L	cluster_10	0.97717224650975	0.761379334458033	0.0156058419716332	0.652392612814362
UL2	E	cluster_2	0.994448548601268	0.901993875367416	0.00508115806563036	0.577805513889224
UL20	L	cluster_7	0.997214208728148	0.952647620662983	0.00492637553280817	0.889045151322546
UL21	L	cluster_1	0.977867781821777	0.88923575936621	0.0935107821142888	0.468102466176513
UL22	L	cluster_1	0.977867781821777	0.88923575936621	0.0950219901197334	-0.349806376411935
UL23	L	cluster_4	0.996653728834866	0.955255529876566	0.0514617923906393	0.359715297844385
UL24	L	cluster_8	0.967623154868555	0.741178866537538	0.00126103392367003	0.621758569953236
UL25	L	cluster_6	0.987216541014762	0.882636806462591	0.0233896634213885	0.074320898554219
UL26	L	cluster_1	0.977867781821777	0.88923575936621	0.0856739195780307	0.103443541091916
UL26.5	L	cluster_4	0.996653728834866	0.955255529876566	0.101741400441884	0.0441630926404559
